새주소,지번주소,좌표정보,좌표정보2,테마코드,콘텐츠_코드,언어셋,콘텐츠_명,시도명,구명,동명,산지여부,주_번지,부_번지,기타주소,전화번호,상세정보_값_1,상세정보_값_2,상세정보_값_3,상세정보_값_4,상세정보_값_5,상세정보_값_6,상세정보_값_7,상세정보_값_8,상세정보_값_9,상세정보_값_10,상세정보_값_11,상세정보_값_12,상세정보_값_13,상세정보_값_14,상세정보_값_15,상세정보_값_16,상세정보_값_17,상세정보_값_18,상세정보_값_19,상세정보_값_20,상세정보_이름_1,상세정보_이름_2,상세정보_이름_3,상세정보_이름_4,상세정보_이름_5,상세정보_이름_6,상세정보_이름_7,상세정보_이름_8,상세정보_이름_9,상세정보_이름_10,상세정보_이름_11,상세정보_이름_12,상세정보_이름_13,상세정보_이름_14,상세정보_이름_15,상세정보_이름_16,상세정보_이름_17,상세정보_이름_18,상세정보_이름_19,상세정보_이름_20,좌표데이터,좌표_타입,선_두께,테마_선_색상,키워드,등록일,수정일
혜화로6길 9,종로구 혜화동 15-29,127.000437763,37.587444799,100115,ID000078,KOR,게릴라극장,,종로구,,,,,,02-763-1268,공연장,112,42,75,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대명1길 20,종로구 명륜4가 69-1,127.000632595,37.582691571,100115,ID000079,KOR,피카소 소극장,,종로구,,,,,,02-3672-7971,공연장,90.17,29,85,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
성북로 134,성북구 성북동 246,126.994868369,37.594800415,100115,ID000306,KOR,성북구립미술관,,성북구,,,,,,02-6925-5011,미술관,130,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
도산대로 108,강남구 논현동 1-3,127.020604023,37.516253669,100115,ID000274,KOR,동양아트홀,,강남구,,,,,,02-515-6510,공연장,418,75,240,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로11길 23,종로구 명륜4가 113-1,127.000465687,37.582072011,100115,ID000080,KOR,대학로스타시티 오씨어터,,종로구,,,,,,02-747-9139,공연장,246.56,50.2,115,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로11길 23,종로구 명륜4가 113-1,127.000465687,37.582072011,100115,ID000081,KOR,대학로스타시티 TM Stage,,종로구,,,,,,02-747-9139,공연장,330.6,49.6,160,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로11길 23,종로구 명륜4가 113-1,127.000465687,37.582072011,100115,ID000082,KOR,대학로스타시티 SM Stage,,종로구,,,,,,02-747-9139,공연장,382.95,60.9,209,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
동숭길 126,종로구 동숭동 1-6,127.003,37.584,100115,ID000083,KOR,동덕코튼홀,,종로구,,,,,,02-940-4578,공연장,732.38,155.4,401,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
자하문로 82,종로구 효자동 70-1,126.970682304,37.583345958,100115,ID000094,KOR,경복궁아트홀,,종로구,,,,,,02-305-0525,공연장,287.64,43.97,155,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로 19,종로구 연지동 136-46,127.001590837,37.572909425,100115,ID000084,KOR,파라디소,,종로구,,,,,,02-764-2897,공연장,157.23,39.6,138,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
동숭길 50,종로구 동숭동 130-47,127.004566716,37.580581398,100115,ID000085,KOR,마로니에극장,,종로구,,,,,,02-764-0686,공연장,146.71,72,100,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로 146,종로구  혜화동 90-18,127.002,37.584,100115,ID000089,KOR,소리아트홀1관,,종로구 ,,,,,,02-766-2022,공연장,238.83,49.35,199,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로8가길 36,종로구 동숭동 1-57,127.002438323,37.58249512,100115,ID000091,KOR,뮤디스홀,,종로구,,,,,,02-742-3894,공연장,179.29,60.3,160,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼일대로 386 ,종로구 관철동 33-1,126.988134785,37.568953691,100115,ID000095,KOR,시네코아1관,,종로구,,,,,,070-4607-3615,공연장,694,119,376,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로 57,종로구 연건동 128-8,127.001444789,37.576533764,100115,ID000099,KOR,홍익대 대학로 아트센터 대극장,,종로구,,,,,,02-742-0300,공연장,3923.89,404,702,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로12길 83,종로구 동숭동 1-181,127.003933106,37.580259186,100115,ID000087,KOR,대학로아트원씨어터3관,,종로구,,,,,,02-762-0010,공연장,273.88,90,165,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로 146,종로구  혜화동 90-18,127.002,37.584,100115,ID000090,KOR,소리아트홀2관,,종로구 ,,,,,,02-766-2022,공연장,238.83,45,165,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼일대로 386 ,종로구 관철동 33-1,126.988134785,37.568953691,100115,ID000096,KOR,시네코아2관,,종로구,,,,,,070-4607-3615,공연장,694,157,378,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로 57,종로구 연건동 128-8,127.001444789,37.576533764,100115,ID000100,KOR,홍익대 대학로 아트센터 소극장,,종로구,,,,,,02-742-0300,공연장,931.14,50,140,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로12길 64,종로구 동숭동 1-94,127.003700735,37.581194979,100115,ID000105,KOR,유니플렉스 2관,,종로구,,,,,,02-766-2115,공연장,574.38,57,269,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
창덕궁길 29-38,종로구 원서동 174,126.988433627,37.578838015,100115,ID000086,KOR,북촌나래홀,,종로구,,,,,,02-924-1478,공연장,80,42,100,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로 146,종로구  혜화동 90-18,127.002061548,37.584242671,100115,ID000088,KOR,소리아트홀3관,,종로구 ,,,,,,02-766-2022,공연장,210,40.85,,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
동숭길 133,종로구 동숭동 1-38,127.002714025,37.583344821,100115,ID000092,KOR,상명 Art Hall 2관,,종로구,,,,,,02-2075-2173,공연장,109.4,48,94,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
이화장길 86-8,종로구 동숭동 192-10,127.004909594,37.578923362,100115,ID000097,KOR,중앙대학교 공연예술원 스튜디오시어터,,종로구,,,,,,02-765-0717,공연장,736.2,151.2,120,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
대학로 89,종로구 연건동 39,127.001779472,37.579167072,100115,ID000101,KOR,SJA HALL,,종로구,,,,,,02-766-7779,공연장,298.3,44,120,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
동숭길 100,종로구 동숭동 25-5,127.004394401,37.582869626,100115,ID000103,KOR,대학로뮤지컬센터 중극장,,종로구,,,,,,02-2135-1507,공연장,1163.2,174.2,528,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로12길 64,종로구 동숭동 1-94,127.003700735,37.581194979,100115,ID000106,KOR,유니플렉스 3관,,종로구,,,,,,02-766-2115,공연장,282.4,45,181,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
퇴계로 387 충무아트홀,중구 흥인동 131,127.014843745,37.56592307,100115,ID000111,KOR,충무아트홀 대극장,,중구,,,,,,02-2230-6600,공연장,1268,527.4,1231,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
동숭길 68,종로구 동숭동 128-5,127.004299853,37.581328361,100115,ID000093,KOR,키득키득아트홀,,종로구,,,,,,02-3673-1590,공연장,268.7,19.8,237,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
인사동길 34-1,종로구 관훈동 21,126.9855682,37.5738514,100115,ID000098,KOR,인사동 소극장 움터,,종로구,,,,,,,공연장,259.83,56.43,216,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
동숭길 100,종로구 동숭동 25-5,127.004394401,37.582869626,100115,ID000102,KOR,대학로뮤지컬센터 대극장,,종로구,,,,,,02-2135-1507,공연장,2088.9,281,993,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
대학로12길 64,종로구 동숭동 1-94,127.003700735,37.581194979,100115,ID000104,KOR,유니플렉스 1관,,종로구,,,,,,02-766-2115,공연장,1205.07,134,599,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
장충단로 59,중구 장충동2가 산 14-67,127.000114025,37.552864385,100115,ID000109,KOR,국립중앙극장 별오름극장,,중구,,,,,,02-2280-4114,공연장,240,51,100,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
퇴계로 387 충무아트홀,중구 흥인동 131,127.014843745,37.56592307,100115,ID000113,KOR,충무아트홀 소극장 블루,,중구,,,,,,02-2230-6600,공연장,527,97.4,258,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
장충단로 59,중구 장충동2가 산 14-67,127.000114025,37.552864385,100115,ID000108,KOR,국립중앙극장 달오름극장,,중구,,,,,,02-2280-4114,공연장,1702,271,427,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
퇴계로 387 충무아트홀,중구 흥인동 131,127.014843745,37.56592307,100115,ID000112,KOR,충무아트홀 중극장 블랙,,중구,,,,,,02-2230-6600,공연장,516,141,327,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
명동길 35 명동예술극장,중구 명동1가 54,126.984200411,37.563969985,100115,ID000115,KOR,명동예술극장,,중구,,,,,,1644-2003,공연장,1286,325,558,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
정동길 43,중구 정동 8-11,126.972867749,37.565872506,100115,ID000116,KOR,정동극장,,중구,,,,,,02-751-1500,공연장,407,204,344,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
장충단로 59,중구 장충동2가 산 14-67,127.000114025,37.552864385,100115,ID000107,KOR,국립중앙극장 해오름극장,,중구,,,,,,02-2280-4114,공연장,6409,1389,1563,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
장충단로 59,중구 장충동2가 산 14-67,127.000114025,37.552864385,100115,ID000110,KOR,국립중앙극장 하늘극장,,중구,,,,,,02-2280-4114,공연장,575,339.53,600,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
명동8길 27 엠 플라자,중구 명동2가 31-1,126.985145521,37.562492267,100115,ID000114,KOR,해치홀,,중구,,,,,,02-3789-7962,공연장,450,50,190,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서빙고로 137 국립중앙박물관,용산구 용산동6가 168-6,126.982,37.523,100115,ID000136,KOR,극장  용,,용산구,,,,,,1544-5955,공연장,1089,491,862,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
이태원로 294,용산구 한남동 727-56,127.002631289,37.540697388,100115,ID000137,KOR,블루스퀘어 뮤지컬공연장,,용산구,,,,,,1544-1591,공연장,1594,761,1767,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
이태원로 294,용산구 한남동 727-56,127.002631289,37.540697388,100115,ID000138,KOR,블루스퀘어 콘서트공연장,,용산구,,,,,,1544-1591,공연장,706,487,1400,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
녹사평대로 150,용산구 이태원동 34-87,126.990162759,37.532557145,100115,ID000139,KOR,용산아트홀  대극장 미르,,용산구,,,,,,02-2199-7260,공연장,1013,300,787,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
녹사평대로 150,용산구 이태원동 34-87,126.990162759,37.532557145,100115,ID000140,KOR,용산아트홀  소극장 가람,,용산구,,,,,,02-2199-7260,공연장,443,74,304,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
장문로6길 93,용산구 동빙고동 1-54,126.995998896,37.526194222,100115,ID000141,KOR,Project  Box '시야',,용산구,,,,,,070-7606-5574,공연장,260,44,140,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
왕십리로 281,성동구 행당동 142-16,127.036104905,37.559359377,100115,ID000143,KOR,소월아트홀,,성동구,,,,,,02-2204-6400,공연장,733,175,520,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
뚝섬로1길 43,성동구 성수동1가 656-323,127.04695594,37.545411776,100115,ID000145,KOR,성수아트홀,,성동구,,,,,,02-2204-7574,공연장,2639,140,352,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
능동로 120,광진구 화양동 1,127.073709571,37.542536628,100115,ID000146,KOR,건국대학교  새천년대공연장,,광진구,,,,,,02-455-1896,공연장,1405,423,794,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
능동로 76 광진문화예술회관,광진구 자양동 227-344,127.07063375,37.537514388,100115,ID000147,KOR,나루아트센터  대공연장,,광진구,,,,,,02-2049-4700,공연장,853,413,664,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
능동로 76 광진문화예술회관,광진구 자양동 227-344,127.07063375,37.537514388,100115,ID000148,KOR,나루아트센터  소공연장,,광진구,,,,,,02-2049-4700,공연장,277,71,196,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
구천면로 20,광진구 광장동 319-33,127.108035386,37.545730761,100115,ID000149,KOR,유니클로  악스,,광진구,,,,,,02-457-5114,공연장,3350,447,841,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
능동로 209,광진구 군자동 98,127.07410201,37.550687764,100115,ID000150,KOR,세종대학교  대양홀,,광진구,,,,,,02-3408-4458,공연장,8319,533,2030,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
능동로 216,광진구 능동 18,127.08155219,37.549591371,100115,ID000151,KOR,(주)돔아트홀(와팝홀),,광진구,,,,,,02-3437-2002,공연장,2208,203,2062,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
워커힐로 177,광진구 광장동 21,127.111306082,37.555682745,100115,ID000152,KOR,워커힐  씨어터,,광진구,,,,,,02-455-5000,공연장,4445,1038,720,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
천호대로 664 선화예술중고등학교,광진구 능동 25,127.087320769,37.550391467,100115,ID000153,KOR,유니버설아트센터,,광진구,,,,,,070-7124-1740,공연장,3061,530,1036,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
광나루로 447,광진구 능동 18-11,127.077817268,37.546796773,100115,ID000154,KOR,어린이회관  무지개극장,,광진구,,,,,,02-2204-6028,공연장,938,240,352,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
아차산로 272 스타시티 2층,광진구 자양동 227-7,127.07261558,37.537797943,100115,ID000155,KOR,롯데시네마 건대입구관(제5관),,광진구,,,,,,1544-8855,공연장,　,458,233,,,,,,,,,,,,,,,,,분류,면적(㎡),무대면적(㎡),객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
청파동2가 효창원길 52 숙명대학교 문신미술관,용산구 청파동2가 52,126.965377284,37.545596625,100115,ID000309,KOR,숙명여자대학교문신미술관,,용산구,,,,,,02-2077-7052,미술관,602,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
공릉로 232 서울과학기술대학교 다빈치관 2층(39번건물),노원구 공릉동 172,127.079859885,37.63297058,100115,ID000310,KOR,서울과학기술대학교 미술관,,노원구,,,,,,02-970-6215,미술관,104,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
초안산로 12,노원구 월계동 648,127.055,37.631,100115,ID000311,KOR,인덕대학교 아정미술관,,노원구,,,,,,02-950-7000,미술관,398,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로 2364,서초구 서초동 700,127.015227578,37.481084445,100115,ID000312,KOR,예술의전당서예관,,서초구,,,,,,02-596-5991,미술관,1037,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로 2364,서초구  서초동 700,127.015227578,37.481084445,100115,ID000313,KOR,예술의전당한가람디자인미술관,,서초구 ,,,,,,02-580-1300,미술관,1394,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로 2364,서초구  서초동 700,127.015227578,37.481084445,100115,ID000314,KOR,예술의전당한가람미술관,,서초구 ,,,,,,02-580-1300,미술관,3574,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
올림픽로 424,송파구 방이동 88-2,127.126031536,37.517016698,100115,ID000315,KOR,소마미술관,,송파구,,,,,,02-425-1077,미술관,950,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
동숭길 3,종로구 동숭동 1-130,127.002965782,37.5800835,100115,ID000316,KOR,아르코미술관,,종로구,,,,,,02-760-4850,미술관,940,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼청로 18,종로구 사간동 78,126.979891419,37.577464043,100115,ID000317,KOR,금호미술관,,종로구,,,,,,02-720-5114,미술관,727,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
자하문로4길 21,종로구 통의동 35-1,126.973273282,37.577478955,100115,ID000318,KOR,대림미술관,,종로구,,,,,,02-720-0667,미술관,787,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
일원로 90,강남구 일원동 713,127.082306447,37.485767286,100115,ID000319,KOR,밀알미술관,,강남구,,,,,,02-3412-0061,미술관,300,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
율곡로 49-4,종로구 안국동 159,126.984557063,37.576569479,100115,ID000320,KOR,사비나미술관,,종로구,,,,,,02-736-4371,미술관,315,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
이태원로55길 60-16,용산구 한남동 747-18,126.998974645,37.538651431,100115,ID000321,KOR,삼성미술관Leeum,,용산구,,,,,,02-2014-6900,미술관,3511,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
평창31길 27,종로구 평창동 456-5,126.976577555,37.61160558,100115,ID000322,KOR,상원미술관,,종로구,,,,,,02-396-3185,미술관,212,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
경희궁길 42,종로구 신문로2가 1-101,126.969820064,37.573541663,100115,ID000323,KOR,성곡미술관,,종로구,,,,,,02-737-7650,미술관,1165,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
63로 50,영등포구 여의도동 60,126.940056575,37.519831036,100115,ID000324,KOR,63스카이 아트미술관,,영등포구,,,,,,02-789-5663,미술관,1125,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
율곡로3길 87,종로구 소격동 144-2,126.981825433,37.579416761,100115,ID000325,KOR,아트선재센터,,종로구,,,,,,02-733-8945,미술관,967,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
종로 26,종로구 서린동 99,126.980346768,37.56961422,100115,ID000326,KOR,아트센터나비,,종로구,,,,,,02-2121-1031,미술관,107,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
선잠로 12-11,성북구 성북동 55-1,126.999757065,37.594775837,100115,ID000327,KOR,운우판화미술관,,성북구,,,,,,02-3442-6816,미술관,180,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
청계천로 1,종로구 세종로 139,126.977644673,37.569547166,100115,ID000328,KOR,일민미술관,,종로구,,,,,,02-2020-2050,미술관,1470,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
창의문로5가길 46,종로구 부암동 362-21,126.960318194,37.589378282,100115,ID000329,KOR,자하미술관,,종로구,,,,,,02-395-3222,미술관,200,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
광나루로 458,광진구 화양동 303-1,127.080697116,37.544246079,100115,ID000330,KOR,청암전시관,,광진구,,,,,,02-457-0115,미술관,295,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
중앙로 555,서초구 우면동 610-11,127.012,37.458,100115,ID000331,KOR,유리지공예관,,서초구,,,,,,02-578-6663,미술관,325,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
언주로 827 ,강남구 신사동 627-8,127.032606062,37.524002268,100115,ID000332,KOR,코리아나미술관,,강남구,,,,,,02-547-9177,미술관,323,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
평창32길 8,종로구 평창동 465-16,126.97572074,37.612093195,100115,ID000333,KOR,토탈미술관,,종로구,,,,,,02-379-3994,미술관,684,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
